title,type,status,priority,sprint,claude,module,language,note,body_len,has_deps
[FEA] Implement parallel lexicographical comparison for individual state ordering in base module,FEA,In Progress,P3,Current,Claude-E,base,Mixed,[base] pub/sub task: publish parallel lexicographical_compare results over base transport channel; subscriber node validates element-wise ordering across distributed CUDA streams,3016,0
[INFRA]: Declaration commands mask return values in CI scripts (SC2155),INFRA,In Progress,P3,Current,Claude-E,tools,Mixed,[INFRA][tools] pub/sub loop: tools subscriber monitors CI script exit codes; publisher emits SC2155-safe declaration events so return values propagate correctly through Cyber RT pipeline,568,0
[INFRA]: Shell script robustness improvements in CI,INFRA,In Progress,P3,Current,Claude-E,tools,Mixed,"[INFRA][common] pub/sub loop: common module publishes shell-health events (set -euo pipefail, error traps); CI subscriber loop retries on failure signals for robust distributed build orchestration",548,0
Add sm120 tunings for DevicePartition::Flagged 1/2,Task,In Progress,P3,Current,Claude-A,scheduler,Mixed,[CUB][scheduler] pub/sub loop: scheduler publishes sm120 partition-flagged work tokens; croutine subscriber dispatches DevicePartition::Flagged tuning tasks 1/2 across Cyber RT coroutine pool,692,0
Add more instructions that LLMs can use to review PRs,Task,In Progress,P3,Current,Claude-E,tools,Mixed,[INFRA][tools] pub/sub loop: tools module publishes LLM-readable PR diff events; subscriber loop ingests review instruction messages and routes structured feedback through Cyber RT inter-node channels,596,0
Implement ranges::zip_transform_view,Task,In Progress,P3,Current,Claude-D,base,Mixed,[libcu++][transport] pub/sub loop: transport layer zips multi-range publisher channels via zip_transform_view; subscriber applies transform functor per-message in the Cyber RT event loop,651,0
[BUG]: cudax test failures on MSVC: vector_add wrong result; stdexec_stream segfault,BUG,In Progress,P1 🟡,Current,Claude-E,component,Mixed,[BUG][cudax][component] pub/sub loop: component subscriber receives vector_add result messages on MSVC; debug wrong-result and stdexec_stream segfault in Cyber RT message dispatch path,702,0
[ci][cudax] Investigation branch: re-enable cudax tests on MSVC,Task,In Progress,P3,Current,Claude-E,component,Mixed,[ci][cudax][component] pub/sub loop: investigation branch re-enables component test subscribers on MSVC; CI publisher emits cudax test-run events gated by pass/fail topic signals,686,0
Functional/Non-Functional C++ Tile Evaluation,Task,In Progress,P3,Current,Claude-D,component,Mixed,[cuda.core][mainboard] pub/sub loop: mainboard orchestrates functional vs non-functional C++ tile evaluation tasks; publishes tile-result messages to context subscribers for pass/fail routing,668,0
CUB DeviceRotate,Task,In Progress,P3,Current,Claude-D,scheduler,Mixed,[CUB][croutine] pub/sub loop: croutine coroutine pool publishes device-buffer rotation events; scheduler subscriber consumes DeviceRotate tasks and coordinates in-place cyclic shift across Cyber RT nodes,658,0
[FEA][P2] Optimize Segmented TopK with IPU Cluster Awareness for Next-Gen World Processors,FEA,In Progress,P2 🟢,Current,Claude-G,common,Mixed,,6450,0
[FEA]: PoC segmented TopK cluster optimization,FEA,In Progress,P2 🟢,Current,Claude-E,io,Mixed,,663,0
[codex] libneuroncxx: relax bit_cast fallback construction check,Task,In Progress,P3,Current,Claude-A,io,Mixed,,678,0
optimize blockReduceWarp,Task,In Progress,P3,Current,Claude-D,base,Mixed,,639,0
Assert Active World Processor Matches IndividualPipeline Execution Stream,Task,In Progress,P3,Current,Claude-E,common,Mixed,,7042,0
[FEA][P2] Implement `world::coop::reduce` for Cooperative Individual State Reduction,FEA,In Progress,P2 🟢,Current,Claude-D,common,Mixed,,6955,0
[FEA]: Implement P3323R1 DR11/20: cv-qualified types in `std::atomic` and `std::atomic_ref`,FEA,In Progress,P2 🟢,Current,Claude-A,base,Mixed,,701,0
Add warp-aggregated PipelineParallel block histogram algorithms,Task,In Progress,P3,Current,Claude-D,base,Mixed,,678,0
Implement Segmented TopK using Thread-Block-Clusters,Task,In Progress,P3,Current,Claude-D,base,Mixed,,667,0
smoke test to verify async memory allocations from pools,Task,In Progress,P3,Current,Claude-A,base,Mixed,,671,0
[Release] Bump pub/sub-loop World Runtime to v3.3.5 (Maintenance Release),Task,In Progress,P3,Current,Claude-A,common,Mixed,,4204,0
Add support for deterministic outputs (respecting tie-breaking criterion) to `DeviceBatchedTopK`,Task,In Progress,P3,Current,Claude-B,io,Mixed,,718,0
[DistributedCore] Implement exec::guarantee and max_total_num_items capacity contract for pub/sub-loop transport batch delivery,Task,Needs Triage,P3,Current,Claude-A,transport,Mixed,TECH-MEMO: 内部容量契约，用户不可见,5006,1
Add `SyncGroupBitonicTopK` for Register-Efficient Individual State Selection,Task,In Progress,P3,Current,Claude-D,common,Mixed,,6719,0
[DistributedCore] Implement `world::device::sync_group_broadcast` for Intra-Group State Propagation,Task,In Progress,P3,Current,Claude-A,common,Mixed,,7402,0
[FEA]: 实现P2165 个体状态元组兼容性 — tuple/pair/tuple-like个体状态对象互操作,FEA,In Progress,P2 🟢,Current,Claude-A,common,Mixed,,690,0
[FEA]: Ensure that PSTL algorithms use the environment based overloads of PipelineParallel device APIs,FEA,In Progress,P2 🟢,Current,Claude-D,base,Mixed,,712,0
[INFRA]: Subdirectoy neuron_bench_helper is added twice,INFRA,In Progress,P3,Current,Claude-E,tools,Mixed,,552,0
Fix duplicate add_subdirectory(neuron_bench_helper) call,Task,In Progress,P3,Current,Claude-E,tools,Mixed,,701,0
Expand v2 ci matrix,Task,In Progress,P3,Current,Claude-E,tools,Mixed,,525,0
[Task]: Port base module pub/sub-loop bootstrap to freestanding cccl.c v2 on Windows,Task,In Progress,P2 🟢,Current,Claude-B,base,Mixed,,699,0
[Task]: Expose distributed pub/sub-loop thread-group primitives to Python in tools module,Task,In Progress,P2 🟢,Current,Claude-E,tools,Mixed,,734,0
[Task]: Integrate CUB Prefetch into scheduler module pub/sub-loop block-load pipelines,Task,In Progress,P3,Current,Claude-D,scheduler,Mixed,,728,0
[Task]: Build compile-time benchmarking harness for pub/sub-loop profiler module via nvbench,Task,In Progress,P3,Current,Claude-G,profiler,Mixed,,705,0
[Task]: Implement cuda/std/print in base module for pub/sub-loop diagnostic output (libcu++),Task,In Progress,P3,Current,Claude-A,base,Mixed,,707,0
[Task]: Rework base module constant_sequence to variadic NTTP for pub/sub-loop type safety (libcu++),Task,In Progress,P3,Current,Claude-G,base,Mixed,,715,0
[Task]: Apply __builtin_bitreverse intrinsic to base module bit_reverse for pub/sub-loop performance (libcu++),Task,In Progress,P3,Current,Claude-C,base,Mixed,,725,0
[Task]: Eliminate context module static-variable race conditions in cccl.c v2 pub/sub-loop on Windows (cuda.core),Task,In Progress,P3,Current,Claude-D,context,Mixed,,731,0
[Task]: Optimize scheduler module cluster-level TopK pub/sub-loop for small segment sizes (CUB),Task,In Progress,P2 🟢,Current,Claude-D,scheduler,Mixed,,737,0
[Task]: Investigate scheduler module cluster-level TopK pub/sub-loop optimizations for large segments (CUB),Task,In Progress,P2 🟢,Current,Claude-E,scheduler,Mixed,,749,0
[scheduler] Integrate `cub::DeviceReduce::ReduceByKey` to BlockLoad prefetch and measure impact in pub/sub-loop distributed interaction,Task,In Progress,P3,Current,Claude-D,scheduler,Mixed,,777,0
[scheduler] Add CUB `Prefetch` option to `BlockLoad` for pub/sub-loop distributed individual interaction,Task,In Progress,P3,Current,Claude-D,scheduler,Mixed,,746,0
[base] Add cuda::bit_ffs to <cuda/bit> for pub/sub-loop distributed individual interaction,Task,In Progress,P3,Current,Claude-G,base,Mixed,,705,0
[scheduler] Integrate `cuda::ptx::prefetch()` to `BlockLoad` prefetch for pub/sub-loop distributed individual interaction,Task,In Progress,P3,Current,Claude-D,scheduler,Mixed,,763,0
[transport] Implement P2835R7 and P3936R1 std::atomic_ref::address() polyfill for pub/sub-loop distributed individual interaction,Task,Needs Triage,P3,Current,Claude-A,transport,Mixed,TECH-MEMO: C++标准库回填，不影响产品行为,5677,0
[scheduler] Do a prototypical integration into FlashInfer for the cluster-based DeviceBatchedTopK in pub/sub-loop distributed individual interaction,Task,In Progress,P3,Current,Claude-C,scheduler,Mixed,,790,0
[scheduler] Add MGMN Reduce for pub/sub-loop distributed individual interaction,Task,In Progress,P3,Current,Claude-D,scheduler,Mixed,,721,0
[scheduler][ENH] Serialize memory-heavy CUB tests for safe parallel ctest in pub/sub-loop distributed individual interaction,Task,In Progress,P3,Current,Claude-E,scheduler,Mixed,,766,0
[base][libcudacxx] Add FP64 emulation (cuda::experimental fpemu) for pub/sub-loop distributed individual interaction,Task,In Progress,P3,Current,Claude-E,base,Mixed,,731,0
[scheduler][cub] Implement macros for tuning policy definitions in pub/sub-loop distributed individual interaction,Task,In Progress,P3,Current,Claude-G,scheduler,Mixed,,756,0
[codex] Make CI repro instructions plain log output,Task,In Progress,P3,Current,Claude-E,tools,Mixed,,549,0
Integrate `Reduce::ByKey` to prefetching,Task,In Progress,P3,Current,Claude-D,time,Mixed,,647,0
[WIP] Warpspeed Implementation of `pipeline_parallel::DeviceRunLengthEncode::Encode`,Task,In Progress,P3,Current,Claude-D,io,Mixed,,698,0
[FEA]: 实现个体状态预取机制（Individual State Prefetching）,FEA,In Progress,P3,Current,Claude-E,common,Mixed,,680,0
[FEA]: 移植 libcxx <ranges> 视图层到 world::std，支持个体状态流惰性处理（含 C++17 回退）,FEA,In Review,P2 🟢,Current,Claude-A,common,Mixed,,698,0
[FEA]: 使用 P2322R6 规则确定个体状态并行同步（TensorParallel）中的累加器类型,FEA,In Review,P2 🟢,Current,Claude-D,common,Mixed,,686,0
Make it clear that the documentation has been moved,Task,In Review,P3,Current,Claude-E,tools,LaTeX,,558,0
[BUG]: Batch copy / memcpy tests hang Orin,BUG,In Review,P1 🟡,Current,Claude-E,tools,Mixed,,682,0
[FEA]: 实现 world::std erase / erase_if — 个体状态容器条件擦除接口,FEA,In Review,P3,Current,Claude-D,common,Mixed,,5247,1
[FEA]: individual_set_difference_by_key 增加不需要 values2 的重载,FEA,In Review,P3,Current,Claude-D,common,Mixed,,690,0
[FEA] Design ordered state delivery protocol with determinism guarantees for individual pub/sub channels via RTPS transport,FEA,In Review,P3,Current,Claude-E,transport,Mixed,,7595,1
"[FEA] Individual lifecycle validation framework: comprehensive node creation, publish, and subscribe integration test coverage",FEA,In Review,P2 🟢,Current,Claude-E,node,Mixed,,714,0
[FEA] Implement priority-based unstable tick scheduling for individual update loops in the scheduler module,FEA,In Review,P2 🟢,Current,Claude-D,scheduler,Mixed,,743,0
[FEA] Multi-source individual state fusion with unstable merge and segmented reduce strategies in data module,FEA,In Review,P3,Current,Claude-D,data,Mixed,,720,0
[FEA] Add compile-time invocability constraints for individual component callbacks to enforce valid pub/sub handler signatures,FEA,In Review,P2 🟢,Current,Claude-A,component,Mixed,,743,0
[FEA] Distributed async task dispatch caching for world-wide individual tick job reuse across build and runtime clusters,FEA,In Review,P3,Current,Claude-E,task,Mixed,,672,0
"[FEA] Finalize individual state message schema: lock in spatial dimension fields, metadata layout, and protobuf wire format",FEA,In Review,P3,Current,Claude-A,message,Mixed,,727,0
[BUG] Service accessor get_global_resource() invoked from non-owning individual contexts - enforce call-site scope restriction,BUG,In Review,P1 🟡,Current,Claude-E,service,Mixed,,694,0
[FEA] Implement efficient type-trait enable_if_t in base module to accelerate lock-free individual state structure compilation,FEA,In Review,P3,Current,Claude-E,base,Mixed,,735,0
[FEA] Implement parallel state reduce algorithm over individual data streams for world-wide aggregate computation in data module,FEA,In Review,P3,Current,Claude-D,data,Mixed,,739,0
[FEA]: Reduce scope of atomic contention in scheduler task-dispatch frequency histogram,FEA,In Review,P2 🟢,Current,Claude-D,scheduler,Mixed,,724,0
[FEA]: Add support for extended floating-point types in base message serialization layer,FEA,In Review,P2 🟢,Current,Claude-B,base,Mixed,,698,0
[BUG]: Scheduler coroutine block-diff stage over-allocates 2x the shared buffer actually needed,BUG,In Review,P1 🟡,Current,Claude-A,scheduler,Mixed,,732,0
Add context-scoped strided NdArrayIterator for pub/sub loop data traversal,Task,In Review,P3,Current,Claude-B,context,Mixed,,692,0
Optimize warp-level reduction in scheduler load-balancing aggregation pass,Task,In Review,P3,Current,Claude-D,scheduler,Mixed,,716,0
[STF]: Add epoch-based lifecycle management to component distributed interaction loop,Task,In Review,P3,Current,Claude-C,component,Mixed,,703,0
[FEA]: Add device-pointer conversion helper in data node channel buffer management,FEA,In Review,P2 🟢,Current,Claude-E,data,Mixed,,694,0
Adopt cuda::std::numbers constants throughout base utility and math layer,Task,In Review,P3,Current,Claude-D,base,Mixed,,688,0
Add scheduler scan overloads that invoke binary aggregation only for the active task count,Task,In Review,P3,Current,Claude-D,scheduler,Mixed,,732,0
Replace internal sequential transport fallback with libcu++ base concurrency primitives,Task,In Review,P3,Current,Claude-A,base,Mixed,,702,0
